"BYLINE","DATE","DATELINE","HEADLINE","LENGTH","PUBLICATION","SECTION","TITLE"
"Alice Foster","November 3, 2016 Thursday 9:49 AM GMT",,"Can MPs block Brexit? Will the Supreme Court overturn the Article 50 ruling?","466 words","Express Online",,
"Rebecca Perring","November 8, 2016 Tuesday 12:05 PM GMT",,"EU WILL NOT SURVIVE' - Juncker's right-hand man admits DEFEAT after Brexit","465 words","Express Online",,
"Charlie Bayliss","November 7, 2016 Monday 1:46 AM GMT",,"Theresa May could call General Election if MPs scupper Brexit plans, Jeremy Hunt hints","465 words","Express Online",,
"Frances Perraudin and Rachael Bunyan","November 10, 2016 Thursday 4:42 PM GMT",,"Andy Burnham: election of Trump was a cry for change; Brexit and US election result show politics is broken, says Labour's candidate to be Greater Manchester mayor","464 words","The Guardian","POLITICS",
"Zlata Rodionova","November 3, 2016 Thursday 10:01 AM GMT",,"Aston Martin boss calls for other car manufacturers to get same Brexit deal as Nissan; Nissan's announcemed last week that it would build two new models at its Sunderland plant following government ""support and assurances"".","464 words","The Independent (United Kingdom)","BUSINESS NEWS",
"BIANCA LONDON FOR MAILONLINE","November 13, 2016 Sunday 8:39 AM GMT",,"The cost of Christmas dinner has gone DOWN despite fears that Brexit would bump up prices","463 words","MailOnline","FEMAIL",
"Rehema Figueiredo","November 5, 2016 Saturday 10:35 AM GMT",,"'There is no Brexit plan' - Corbyn blasts Theresa May","463 words","Express Online",,
"Jon Henley European affairs correspondent","November 2, 2016 Wednesday 8:24 PM GMT",,"Prevent Brexit or face political fallout, German economists warn EU; German independent council of economic advisers urges 'constructive negotiations', claiming best outcome of divorce talks would be to stop Brexit","463 words","The Guardian","POLITICS",
"Andrew Griffin","November 3, 2016 Thursday 5:27 PM GMT",,"Brexit won't be delayed at all by the legal challenge, Theresa May to tell other EU leaders; European officials have welcomed the legal ruling","462 words","The Independent (United Kingdom)","UK POLITICS",
"Rebecca Perring","November 8, 2016 Tuesday 12:05 PM GMT",,"EU WILL NOT SURVIVE' - Juncker's right-hand man admits DEFEAT after Brexit","461 words","Express Online",,
"Shehab Khan","November 11, 2016 Friday 9:28 AM GMT",,"Brexit: Senior MPs including Owen Smith and Tim Farron say they will vote against triggering Article 50; Judges at the High Court have ruledParliament will have a say in when and how the process is initiated","460 words","The Independent (United Kingdom)","UK POLITICS",
,"November 5, 2016",,"BMW to wait on Brexit talks; The Business Matrix The day at a glance AUTOMOTIVE","46 words","i-Independent Print Ltd","FEATURES; Pg. 55",
"Rebecca Perring","November 11, 2016 Friday 8:47 AM GMT",,"Lib Dem plot to BLOCK Brexit: Farron calls for SECOND referendum on deal before Article 50","459 words","Express Online",,
"JON STONE POLITICAL CORRESPONDENT","November 5, 2016 Saturday",,"PM urged to create 1,000 peers to get Brexit agreed","459 words","The Independent - Daily Edition","NEWS; Pg. 8",
"BEN CHAPMAN","November 8, 2016 Tuesday",,"Brexit will make plane tickets cheaper, says Ryanair chief","457 words","The Independent - Daily Edition","BUSINESS; Pg. 55",
,"November 2, 2016 Wednesday 12:00 AM GMT",,"Shop prices unaffected by Brexit vote","457 words","Express Online",,
"By Helena Horton","November 7, 2016 Monday 1:23 PM GMT",,"JK Rowling speaks out over criticism of judges behind Brexit ruling","456 words","telegraph.co.uk","NEWS",
"Charlie Peat","November 4, 2016 Friday 2:08 AM GMT",,"'She is vile' Outrage as 'disgusting' NHS worker hopes children of Brexit voters fall ill","456 words","Express Online",,
"Mark Reynolds","November 2, 2016 Wednesday 12:01 AM GMT",,"Brexit 'will give Britain MORE good quality products on its shelves'","456 words","Express Online",,
"JANE DENTON FOR THISISMONEY","November 2, 2016 Wednesday 11:55 AM GMT",,"JD Wetherspoon's chairman launches Brexit 'bullying' tirade, warning of higher costs as pub chain's sales slip","456 words","MailOnline","MARKETS",
"Jillian Ambrose","November 8, 2016 Tuesday",,"Ryanair cuts UK growth plans in protest at Brexit negotiations","454 words","The Daily Telegraph (London)","BUSINESS; Pg. 5",
"JAMES TAPSFIELD, POLITICAL EDITOR FOR MAILONLINE","November 7, 2016 Monday 11:00 AM GMT",,"Ministers are considering whether Brexit approval can be 'fast tracked' through parliament if government fails to overturn Article 50 court ruling","454 words","MailOnline","NEWS",
"Harriet Agerholm","November 5, 2016 Saturday 1:25 PM GMT",,"UK trade with India to suffer 'double hit' after Brexit says business chief; Eurosceptics argue leaving EU will improve relations with Commonwealth","454 words","The Independent (United Kingdom)","HOME NEWS",
"JAMES MOORE","November 10, 2016 Thursday",,"The FTSE has learnt from Brexit, so it's business as usual - for now, at least","453 words","The Independent - Daily Edition","NEWS; Pg. 23",
"Ajay Nair","November 9, 2016 Wednesday 12:01 AM GMT",,"'Trump has WON - suck it up!' On-air clash over racism after Trump and Brexit votes","453 words","Express Online",,
"By Kate McCann, Senior Political Correspondent","November 8, 2016 Tuesday 11:00 AM GMT",,"Move on and accept Brexit, Theresa May tells embattled Remainers","453 words","telegraph.co.uk","NEWS",
"By Kevin Maguire","November 6, 2016 Sunday 10:44 PM GMT",,"Beware the weapons of mass deception used by Donald Trump and Brexit Brigands; Trump is the rich guy who plays the dishonest victim card and Leavers here deliberately deceived - especially with the invented, non-existent £350million a week for the NHS line","453 words","mirror.co.uk","NEWS,UK NEWS",
"Ajay Nair","November 4, 2016 Friday 12:01 AM GMT",,"Presenter Andrew Neil scolds Labour MP for 'reinforcing fears of diluted Brexit'","453 words","Express Online",,
"Jillian Ambrose","November 3, 2016 Thursday",,"Wetherspoons boss threatens European beer and wine boycott; Chairman rounds on EU president over Brexit 'bullying' as pub chain forecasts slowing sales","452 words","The Daily Telegraph (London)","BUSINESS; Pg. 3",
"By Jason Beattie","November 3, 2016 Thursday 11:09 AM GMT",,"The nightmare Brexit ruling that will give Theresa May sleepless nights; The High Court judgement leaves the Government's plans on Brexit in disarray","452 words","mirror.co.uk","NEWS,UK NEWS",
"Ajay Nair","November 8, 2016 Tuesday 9:39 AM GMT",,"'It's irrelevant' Gina Miller REFUSES to disclose cost of taking Brexit case to High Court","451 words","Express Online",,
"Zlata Rodionova","November 7, 2016 Monday 1:58 PM GMT",,"Theresa May's deal with Nissan put under scrutiny by Brussels; The government promised Nissan that trading conditions for its Sunderland car plant would be unaffected by Brexit","451 words","The Independent (United Kingdom)","BUSINESS NEWS",
"Rebecca Perring","November 10, 2016 Thursday 2:17 PM GMT",,"Doom-mongers wrong AGAIN: Britain's balance of trade STRENGTHENS after Brexit","450 words","Express Online",,
,"November 11, 2016",,"Brexit bumps up the price of CDs; The News Matrix The day at a glance CONSUMER","45 words","i-Independent Print Ltd","FEATURES; Pg. 2",
"By Ben Riley-Smith, Assistant Political Editor","November 12, 2016 Saturday 3:10 PM GMT",,"City of London's tallest tower to be built despite Brexit fears","448 words","telegraph.co.uk","NEWS",
"Katie Mansfield","November 7, 2016 Monday 1:13 PM GMT",,"Prince Andrew in Brexit royal intervention, claiming EU exit risks 'tearing things apart'","448 words","Express Online",,
"May Bulman","November 4, 2016 Friday 10:59 AM GMT",,"NHS 'may not survive Brexit' if EU staff forced to leave; 'I don't thinkany organisation could sustain such a large loss in one hit and cope with it,' says nurse","448 words","The Independent (United Kingdom)","HOME NEWS",
"BEN CHAPMAN","November 8, 2016 Tuesday",,"UK firms set to scale back investment plans amid Brexit uncertainty","447 words","The Independent - Daily Edition","BUSINESS; Pg. 54",
"Greig Cameron","November 5, 2016 Saturday",,"SNP stance on Brexit has hurt business outlook, say directors","446 words","The Times (London)","NEWS; Pg. 2",
"Harriet Agerholm","November 7, 2016 Monday 10:10 AM GMT",,"Nigel Farage 'to lead 100,000-strong march' to Supreme Court during Brexit legal challenge hearing, claims anti-EU group; Organisers claim protest will make point that 'Brexit means Brexit'","444 words","The Independent (United Kingdom)","UK POLITICS",
"NICOLA BARDON","November 4, 2016 Friday",,"MODEL SPARKS BREXIT CHAOS; RULING HITS PM's PLAN","444 words","The Sun (England)","NEWS; Pg. 2",
"Holly Williams","November 9, 2016 Wednesday 7:25 AM GMT",,"Primark owner hopes to ride high on Post-Brexit economy","443 words","Express Online",,
"Rehema Figueiredo","November 4, 2016 Friday 12:00 AM GMT",,"If MPs voted on Brexit the same as their constituents Article 50 WOULD be triggered","443 words","Express Online",,
"Angela Monaghan","November 2, 2016 Wednesday 9:37 AM GMT",,"Wetherspoon's boss: we could drop European brands over Brexit bullying; Tim Martin says UK is in a stronger position than people think and could switch away from EU suppliers","443 words","The Guardian","BUSINESS",
"Lucy Pasha-Robinson","November 2, 2016 Wednesday 6:55 PM GMT",,"Brexit will put UK's access to life-saving new medicines at risk, warns former health minister; 'The result of 'Hard' Brexitwould not only be a sick economy but sick patients unable to access a cure'","443 words","The Independent (United Kingdom)","HOME NEWS",
"Jessica Earnshaw","November 9, 2016 Wednesday 3:04 AM GMT",,"US Election 2016: James Corden says he's got 'Brexit feelings' as Donald Trump takes lead","442 words","Express Online",,
"Chris Burn IN STERLING HEIGHTS, MICHIGAN","November 8, 2016",,"Trump tells his cheering fans to expect 'Brexit plus'; REPUBLICANS","442 words","i-Independent Print Ltd","NEWS; Pg. 5",
"Ajay Nair","November 10, 2016 Thursday 3:22 PM GMT",,"MP: Trump's win is a BOOST for Britain because Obama was 'unsympathetic' to Brexit","441 words","Express Online",,
"By Ben Glaze","November 3, 2016 Thursday 12:03 PM GMT",,"Theresa May stays in No 10 bunker refusing to face the music over High Court Brexit ruling; The country will not hear directly from the PM over today's shock judgement","441 words","mirror.co.uk","NEWS,UK NEWS",
"By Jason Beattie","November 3, 2016 Thursday 8:38 AM GMT",,"Judgement day for Brexit: Mirror Politics morning briefing; The High Court will today rule on whether Parliament should have a say on when we leave the European Union","441 words","mirror.co.uk","NEWS,UK NEWS",
"Letters","November 2, 2016 Wednesday 7:29 PM GMT",,"Credit where it's due in the Brexit debate","441 words","The Guardian","POLITICS",
"BY HUGO DUNCAN","November 9, 2016 Wednesday",,"IMPS HIKES DIVI AS SALES LOOK SET FOR A BREXIT BOOST","440 words","DAILY MAIL (London)",,
"CHARLIE MOORE FOR MAILONLINE","November 7, 2016 Monday 8:11 PM GMT",,"Snack fans launch Walkers boycott after crisps firm announces 10% price rise which it blames on Brexit","440 words","MailOnline","NEWS",
"Ajay Nair","November 2, 2016 Wednesday 12:57 PM GMT",,"Northern Ireland minister CANNOT guarantee Irish common travel area after Brexit","440 words","Express Online",,
"By Steven Swinford, Deputy Political Editor","November 2, 2016 Wednesday 10:00 PM GMT",,"Tory Eurosceptic fury after head of civil service says Brexit warnings in referendum were 'objective'","440 words","telegraph.co.uk","NEWS",
"BRENDAN CARLIN, POLITICAL REPORTER FOR THE MAIL ON SUNDAY","November 5, 2016 Saturday 9:39 PM GMT",,"Justice Minister Liz Truss bows to mounting pressure to defend judges following High Court's Brexit ruling","439 words","MailOnline","NEWS",
"By Marc Walker","November 13, 2016 Sunday 9:34 AM GMT",,"Fears Russian hackers will target Parliament Brexit vote after Trump success; Kremlin hackers who attacked the Hilary Clinton campaign will turn their attention to influencing politics in Europe","437 words","mirror.co.uk","NEWS,UK NEWS",
"Ajay Nair","November 2, 2016 Wednesday 2:55 PM GMT",,"Lily Allen blames BREXIT for backlash at her infamous child refugees apology","437 words","Express Online",,
"Rebecca Perring","November 8, 2016 Tuesday 2:40 PM GMT",,"'Let's see BREXIT DAY in the US' Nigel Farage backs Trump for election win","435 words","Express Online",,
"SIMON OSBORNE","November 7, 2016 Monday 5:23 PM GMT",,"Brussels enforcers to put Britain's key post-Brexit deal with Nissan under the microscope","435 words","Express Online",,
"By Suchandrika Chakrabarti","November 9, 2016 Wednesday 12:49 PM GMT",,"5 reasons to be cheerful about the fact that Donald Trump will be the next American President; Brexit numbed our hearts into nothingness and, after last night, we might never feel again - so here are some reasons to be positive!","434 words","mirror.co.uk","NEWS,WORLD NEWS",
"TOM PECK","November 7, 2016 Monday",,"Farage warns of social disorder if Brexit is delayed","434 words","The Independent - Daily Edition","NEWS; Pg. 9",
"Peter Dominiczak ;Christopher Hope","November 12, 2016 Saturday",,"MPs plot to force new referendum on Brexit","433 words","The Daily Telegraph (London)","SPORT; Pg. 1",
"David Sanderson","November 3, 2016 Thursday",,"Dictionary will say what Brexit means","433 words","The Times (London)","NEWS; Pg. 10,11",
,"November 2, 2016 Wednesday 12:00 AM GMT",,"Britain and Colombia announce new oil deal as UK boosts Latin America trade after Brexit","433 words","Express Online",,
"Charlie Bayliss","November 4, 2016 Friday 6:39 AM GMT",,"US Government pleads with Britain to negotiate 'flexible' Brexit after High Court ruling","432 words","Express Online",,
"MATT DATHAN, POLITICAL CORRESPONDENT FOR MAILONLINE","November 3, 2016 Thursday 3:47 PM GMT",,"Project Fear is still alive! Cabinet Secretary Sir Jeremy Heywood insists warnings about Brexit were 'factually correct and objective'","432 words","MailOnline","NEWS",
"By Tim Wallace","November 2, 2016 Wednesday 12:01 AM GMT",,"Economy to grow faster than expected into 2017 as UK sustains post-Brexit performance","432 words","telegraph.co.uk","BUSINESS",
"Zoe Efstathiou","November 2, 2016 Wednesday 1:36 AM GMT",,"Hard Brexit could halt Northern Ireland peace process, country's foreign minister claims","430 words","Express Online",,
"Joe Watts and Lewis Smith","November 9, 2016",,"Scots and Welsh join Brexit legal battle; LEGAL","429 words","i-Independent Print Ltd","NEWS; Pg. 13",
"Ben Chapman","November 3, 2016 Thursday 2:02 PM GMT",,"Brexit: UK services sector hit by fastest ever inflation rise; Trouble may be in store as the price of inputs such as fuel, salaries and foodjumps at quickest rate since the PMI survey began 20 years ago","429 words","The Independent (United Kingdom)","BUSINESS NEWS",
"Vickiie Oliphant","November 2, 2016 Wednesday 2:50 PM GMT",,"EU could BAN British chocolate as punishment for Brexit, warns Nick Clegg","429 words","Express Online",,
"Szu Ping Chan","November 8, 2016 Tuesday",,"Hammond 'must prepare for further austerity'; IFS warns of £25bn hole in public finances from Brexit and advises tax cuts and infrastucture investment","428 words","The Daily Telegraph (London)","BUSINESS; Pg. 4",
"Will Worley","November 5, 2016 Saturday 2:37 PM GMT",,"Liz Truss breaks silence on judiciary but fails to mention Brexit ruling backlash; Her two paragraph response was criticised for being 'too little too late'","428 words","The Independent (United Kingdom)","UK POLITICS",
"Ajay Nair","November 3, 2016 Thursday 10:19 AM GMT",,"Article 50 author Lord Kerr says UK could reverse Brexit after triggering process","428 words","Express Online",,
"JASON BEATTIE","November 8, 2016 Tuesday",,"No attempt to stay in the EU, no attempt to rejoin, no 2nd referendum...; Davis blasts MPs' bid to 'wreck' Brexit","427 words","Daily Mirror","NEWS; Pg. 4",
"By Dan Bloom","November 4, 2016 Friday 11:21 AM GMT",,"Tory MP quits in protest as Theresa May refuses to accept High Court's Brexit ruling; Stephen Phillips, who already has a second job, blamed ""irreconcilable differences"" after warning it was ""tyranny"" not to let MPs vote","427 words","mirror.co.uk","NEWS,UK NEWS",
"By Emily Gosden, Energy Editor","November 8, 2016 Tuesday 3:44 PM GMT",,"Dong Energy puts £1.5bn oil and gas arm up for sale as Brexit delays wind farm deal","426 words","telegraph.co.uk","BUSINESS",
"Anushka Asthana Political editor","November 7, 2016 Monday 2:30 PM GMT",,"Geoffrey Boycott praises Theresa May: 'She's got more strokes than me'; Cricket star, May's childhood pinup, says she has integrity and that it is a tough time to be prime minister given Brexit challenge","425 words","The Guardian","POLITICS",
"Joe Watts","November 7, 2016 Monday 9:11 AM GMT",,"Ministers refuse to backdown on benefits cut for poor families despite Brexit price rises; Food companies have announced higher pricesjust as a new lower cap on benefits comes into force","425 words","The Independent (United Kingdom)","UK POLITICS",
"By Telegraph View","November 5, 2016 Saturday 10:00 PM GMT",,"No court ruling can change the basic fact of Brexit: Britain will leave the EU","425 words","telegraph.co.uk","OPINION",
"MARK SHAPLAND FOR THIS IS MONEY","November 4, 2016 Friday 8:59 AM GMT",,"FTSE LIVE: Footsie clocks up fresh losses, but pound holds gains as traders bet Government's Brexit timetable will now be derailed","425 words","MailOnline","MARKETS",
"Joe Barnes","November 9, 2016 Wednesday 5:53 AM GMT",,"'Two great political revolutions' Farage claims Trump victory is BIGGER than Brexit","424 words","Express Online",,
"Joey Millar","November 8, 2016 Tuesday 2:46 PM GMT",,"Now EU's controversial Brexit negotiator promises to 'work for the 48% Remain voters'","424 words","Express Online",,
"Robert Lea","November 8, 2016 Tuesday",,"Open skies risk being shot down in Brexit farce; business commentary Robert Lea","424 words","The Times (London)","BUSINESS; Pg. 41",
"Lana Clements","November 9, 2016 Wednesday 8:01 AM GMT",,"Good news for Britain? What Trump's win means for a US-UK Brexit trade deal","423 words","Express Online",,
,"November 2, 2016 Wednesday 1:14 PM GMT",,"'Brexit is not a done deal' Angela Merkel's plans to STOP Britain leaving the EU","423 words","Express Online",,
"Peter Evans","November 13, 2016 Sunday",,"Beer set to soar by 30p a pint; Pubs warn of 'perfect storm' of Brexit, rising business rates and living wage","422 words","The Sunday Times (London)","BUSINESS; Pg. 3",
"Tom Parfitt","November 9, 2016 Wednesday 6:57 PM GMT",,"FIRST BREXIT... NOW CALEXIT? California wants to leave the US after Trump election win","422 words","Express Online",,
,"November 9, 2016 Wednesday 12:01 AM GMT",,"What does a Trump Presidency mean for Britain's Brexit trade deal with US?","422 words","Express Online",,
"By Jason Beattie","November 9, 2016 Wednesday 7:17 AM GMT",,"The Brexit-factor propelled Donald Trump towards his US election - we should not be surprised; The same forces behind Brexit were harnessed by Donald Trump in the US presidential race","422 words","mirror.co.uk","NEWS,UK NEWS",
"By Nicola Oakley","November 9, 2016 Wednesday 9:53 AM GMT",,"£5 bet on Trump becoming President, Leicester City win and Brexit would pay out £3million today; Anyone who had the foresight to predict the three events in January will be very happy today","421 words","mirror.co.uk","NEWS,WORLD NEWS",
"Alice Foster","November 2, 2016 Wednesday 9:24 AM GMT",,"Nick Clegg agrees with reasoning behind Tony Blair's INSURGENCY against Brexit","421 words","Express Online",,
"May Bulman","November 11, 2016 Friday 11:26 PM GMT",,"UK could become part of new trade area with the US, Canada and Mexico after Brexit; Conservative MPs describe prospect of joining a new version of Naftaas an 'opportunity'","420 words","The Independent (United Kingdom)","AMERICAS",
"Harriet Agerholm","November 9, 2016 Wednesday 9:57 AM GMT",,"Donald Trump winning is like Brexit, says possible cabinet member Sarah Palin; 'Great Britain and America, see how we're hooking up now? We're going rogue,' says Palin","420 words","The Independent (United Kingdom)","US ELECTIONS",
"By Harry Yorke","November 7, 2016 Monday 9:40 AM GMT",,"Ryanair's profits climb despite Brexit worries","420 words","telegraph.co.uk","BUSINESS",
"TIM SCULTHORPE, MAILONLINE DEPUTY POLITICAL EDITOR","November 4, 2016 Friday 9:13 AM GMT",,"Several SNP MSPs voted for BREXIT in a blow to Nicola Sturgeon's claim an independent Scotland should be part of the EU","420 words","MailOnline","NEWS",
"By Marion Dakers, Financial services editor","November 3, 2016 Thursday 12:17 PM GMT",,"Insurer RSA gets a Brexit sterling boost","420 words","telegraph.co.uk","BUSINESS",
"By Christopher Hope, Chief Political Correspondent","November 3, 2016 Thursday 11:31 AM GMT",,"Historic Brexit High Court ruling on Article 50: what does it mean and what happens next?","420 words","telegraph.co.uk","NEWS",
"Tom Knowles","November 8, 2016 Tuesday",,"Brexit 'will lift borrowing by further £25bn'","419 words","The Times (London)","BUSINESS; Pg. 47",
"Zlata Rodionova","November 4, 2016 Friday 10:22 AM GMT",,"Brexit: UK car industry faces 'death by a thousand cuts', industry leader warns; British car exporters could face tariffs of up to 10% if Britain failed to conclude a free trade deal with the rest of the EU","418 words","The Independent (United Kingdom)","BUSINESS NEWS",
"Andrew Cave","November 9, 2016 Wednesday",,"Leighton: After Brexit nobody can ignore the public again","417 words","The Daily Telegraph (London)","BUSINESS;NEWS; Pg. 8",
"Libby Brooks","November 9, 2016 Wednesday 4:52 PM GMT",,"Scottish parliament calls on UK to clarify position on single market; Michael Russell, Scotland's Brexit minister, says Westminster must provide greater clarity and transparency on its intentions","417 words","The Guardian","POLITICS",
"Charlie Bayliss","November 6, 2016 Sunday 11:38 PM GMT",,"Nigel Farage 'to lead 100,000-strong march to Supreme Court on day of Brexit appeal'","417 words","Express Online",,
"Jill Treanor","November 3, 2016 Thursday 10:59 PM GMT",,"All of Europe will suffer if London loses financial clout, says Bank deputy; Sir John Cunliffe says benefits of London's status as a global financial giant could be 'lost to Europe' following Brexit","417 words","The Guardian","BUSINESS",
"Joe Watts","November 13, 2016 Sunday 11:33 AM GMT",,"Marine Le Pen says she will become French president after Brexit and Donald Trump's victory; She called on the French people to 'upend the table' around which her country's elites are sitting","416 words","The Independent (United Kingdom)","WORLD POLITICS",
"Cyrus Engineer","November 10, 2016 Thursday 11:51 AM GMT",,"Listeners stunned after BBC caller bashes 'sneering liberal elites' over Brexit and Trump","416 words","Express Online",,
"ECONOMY Elizabeth Anderson","November 10, 2016",,"Election result should strengthen May's hand in Brexit negotiations","416 words","i-Independent Print Ltd","NEWS; Pg. 8",
"STEPHEN HAYWARD","November 6, 2016 Sunday",,"SQUEEZE & ONION ON CRISP PRICES; 'Home-grown' Walkers blames Brexit as it hikes cost of snacks","416 words","Daily Mirror","NEWS; Pg. 6,7",
"Ajay Nair","November 3, 2016 Thursday 1:01 PM GMT",,"Commentator SNAPS at Labour MP Hilary Benn for 'wanting to derail Brexit'","416 words","Express Online",,
"Ajay Nair","November 4, 2016 Friday 12:01 AM GMT",,"You don't negotiate like that! Labour MP blasted for ordering PM reveals Brexit priorities","415 words","Express Online",,
"Harry Wilson","November 4, 2016 Friday",,"M&G takes first steps to beat Brexit","415 words","The Times (London)","BUSINESS; Pg. 40",
"Charlie Peat","November 10, 2016 Thursday 2:45 AM GMT",,"'Just like Brexit' EU bureaucrat Martin Schulz compares Trump win to historic British vote","414 words","Express Online",,
"CRAIG SAUNDERS","November 4, 2016 Friday",,"BRITAIN'S BREXIT BETRAYAL; + Article 50 crisis + Article 50 crisis + Article 50 crisis + ; Fury over bid to beat vote","414 words","Daily Star","NEWS; Pg. 4,5",
"Tim Wallace","November 9, 2016 Wednesday",,"Factories return to output growth as Brexit fails to damage manufacturing; Economists expect faster growth in sector after total economy grew 0.4pc across the quarter","413 words","The Daily Telegraph (London)","BUSINESS; Pg. 5",
"JAMES TAPSFIELD, POLITICAL EDITOR FOR MAILONLINE","November 6, 2016 Sunday 1:35 PM GMT",,"Prince Andrew faces accusations of political meddling over 'extraordinary' comment suggesting Brexit vote and the possible election of Donald Trump will 'tear things apart'","412 words","MailOnline","NEWS",
"Ben Chu","November 2, 2016 Wednesday 12:05 AM GMT",,"Brexit latest: NIESR forecast inflation to hit 4% next year","412 words","The Independent (United Kingdom)","BUSINESS NEWS",
"Anushka Asthana Political editor","November 4, 2016 Friday 11:38 AM GMT",,"Stephen Phillips resigns over 'undemocratic' Brexit process; Tory MP voted to leave EU but disagreed with government's attempt to negotiate without any parliamentary scrutiny Follow our live updates on the impact of the Brexit ruling","411 words","The Guardian","POLITICS",
"ZLATA RODIONOVA","November 4, 2016 Friday",,"Aston Martin boss calls for other carmakers to get same Brexit deal as Nissan","411 words","The Independent - Daily Edition","BUSINESS; Pg. 57",
"Lana Clements","November 3, 2016 Thursday 12:01 PM GMT",,"BREXIT GROWTH: Bank of England UPGRADES economy forecast and admits doomsday failings","411 words","Express Online",,
"Marcus Leroux","November 4, 2016 Friday",,"Car industry 'still faces slow death after Brexit'","410 words","The Times (London)","BUSINESS; Pg. 39",
,"November 6, 2016",,"Mrs May is right to get on with Brexit","409 words","The Sunday Telegraph (London)","LETTERS; Pg. 19",
"Laura Hughes ; Michael Wilkinson","November 8, 2016 Tuesday",,"Prosecutors investigate Leave campaign for 'misleading the public'; Brexit turmoil","408 words","The Daily Telegraph (London)","NEWS; Pg. 4",
"Kelvin MacKenzie","November 4, 2016 Friday",,"So pleased MPs will finally have a say on Brexit","408 words","The Sun (England)","NEWS; FRONT PAGE; TEASERS; Pg. 13",
"By Chris kitching","November 3, 2016 Thursday 12:53 PM GMT",,"Nigel Farage fears Brexit 'betrayal' and warns of 'public anger' following historic Article 50 ruling; Farage campaigned vigorously for Brexit and declared the June 23 referendum Britain's 'independence day' after the shock result was confirmed","408 words","mirror.co.uk","NEWS,UK NEWS",
,"November 5, 2016",,"Predictable moans from Remainers - or the path to a fairer Brexit?","407 words","i-Independent Print Ltd","FEATURES; Pg. 18",
"By Jason Beattie","November 9, 2016 Wednesday 7:17 AM GMT",,"The Brexit-factor that propelled Donald Trump towards the White House; The same forces behind Brexit were harnessed by Donald Trump in the US presidential race","406 words","mirror.co.uk","NEWS,UK NEWS",
"By Grace Macaskill","November 5, 2016 Saturday 7:07 PM GMT",,"Bumper Christmas shopping spree expected as consumers rush to beat predicted Brexit price rise; Experts have predicted that Christmas shoppers will shell out more than ever this year with 'Black Friday' set to kick off a spending frenzy","406 words","mirror.co.uk","NEWS,UK NEWS",
"Olivia Blair","November 4, 2016 Friday 9:30 AM GMT",,"J.K. Rowling responds perfectly to Daily Mail headline referencing judges's sexuality after Brexit High Court ruling; The government has already said it will appeal the High Court's ruling that the Prime Minister must get parliamentary approval before triggering Article 50","406 words","The Independent (United Kingdom)","PEOPLE",
"By Christopher Hope, Chief Political Correspondent","November 3, 2016 Thursday 11:31 AM GMT",,"Brexit High Court ruling on Article 50: what does historic decision mean and what happens next?","406 words","telegraph.co.uk","NEWS",
,"November 3, 2016 Thursday",,"The Civil Service must deliver Brexit","404 words","The Daily Telegraph (London)","LETTERS; Pg. 19",
"By Scott Campbell","November 3, 2016 Thursday 4:43 PM GMT",,"I'm not THAT Gina Miller! Baffled US sports presenter abused by Leave voters confusing her with anti-Brexit campaigner; Texas-based Gina Miller has been branded a ""traitor"" and accused of ""destroying the last facade of democracy"" - but she knows nothing about Brexit","404 words","mirror.co.uk","NEWS,UK NEWS",
"MATT DATHAN, POLITICAL CORRESPONDENT FOR MAILONLINE","November 2, 2016 Wednesday 1:04 PM GMT",,"Wetherspoons threatens to stop selling European beers as Brexit-backing boss accuses EU leaders of taking a 'bullying' approach to the UK","403 words","MailOnline","NEWS",
"Charlie Bayliss","November 8, 2016 Tuesday 12:00 AM GMT",,"Theresa May 'DOES have the mandate to carry out a hard Brexit' says former Cameron aide","402 words","Express Online",,
"RICHARD SPILLETT FOR MAILONLINE","November 7, 2016 Monday 9:26 AM GMT",,"'This should be decided in Britain': Remainer Gina Miller says she WON'T appeal her Brexit case at the European court if she loses in the Supreme Court","402 words","MailOnline","NEWS",
"By Alan Tovey, Industry Editor","November 7, 2016 Monday 12:01 AM GMT",,"Manufacturers growing wary of investment in wake of Brexit vote","402 words","telegraph.co.uk","BUSINESS",
"MAY BULMAN","November 5, 2016 Saturday",,"NHS 'may not survive Brexit' if EU staff leave","402 words","The Independent - Daily Edition","NEWS; Pg. 9",
"Katrine Bussey","November 10, 2016 Thursday",,"Lord advocate warns of 'safe haven' for criminals after Brexit","401 words","The Times (London)","NEWS; Pg. 22",
"Samuel Osborne","November 7, 2016 Monday 3:13 PM GMT",,"Brexit: Leave campaign could be investigated by CPS for misleading voters; Complaint centres on allegations the leave campaigns made 'assertions of fact that were knowingly misleading'","399 words","The Independent (United Kingdom)","UK POLITICS",
"By Telegraph Reporters","November 9, 2016 Wednesday 7:21 AM GMT",,"Gold sees biggest rally since Brexit as as investors flee to safe havens","398 words","telegraph.co.uk","BUSINESS",
"Jon Stone","November 4, 2016 Friday 11:20 AM GMT",,"Tory MP Stephen Phillips resigns over Theresa May's handling of Brexit; The MP has triggered a by-election in his seat","398 words","The Independent (United Kingdom)","UK POLITICS",
"John Rentoul","November 3, 2016 Thursday 12:50 PM GMT",,"Parliament was always going to vote for Article 50 - Theresa May could have saved herself the embarrassment at the High Court; Jeremy Corbyn cannot credibly threaten to block Brexit. He called on the morning after the referendum for Article 50 to be triggered. But more importantly he couldn't take his party with him","398 words","The Independent (United Kingdom)","VOICES",
